,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy,filename
0,227472.5,3223.3762270212173,1198,918,1.3050108932461875,4.8347118882502285,45.67652925485735,8.919532291666666,11.799496875,7.700844270833334,27.99851584515237,33.57693749927469,26.824500541244113,24.35863560129454,0.9964690076899612,0.8982745395018928,1.8906901625431927,1022.jpg
0,304769.0,3837.3387686014175,1394,1123,1.2413178984861977,5.136552602134731,48.315835354026966,12.878930208333333,15.055958854166667,12.149254166666667,32.5711917449896,36.42598128914954,32.32486596495128,31.738739672607355,0.9962541770263271,0.8640526844521955,2.4393653207641663,1023.jpg
0,260099.5,3769.5225360393524,1397,1094,1.276965265082267,5.875897493074766,54.630247846337845,12.093644270833334,14.4984234375,10.74535625,33.072762789991394,37.803007136418636,31.83048904120469,35.04600877349976,0.9949067980783387,0.8765291017900841,2.2108069222637763,1024.jpg
0,256904.0,4034.132692217827,1494,1146,1.3036649214659686,6.66445053405163,63.347501706554404,12.677519791666667,14.4990484375,11.448794791666666,34.66767768840162,38.14338271480209,33.038123006258076,23.13304099534838,0.996549158924527,0.887138313254078,2.179500094996041,1025.jpg
0,330365.0,4202.902239203453,1568,1164,1.3470790378006874,5.524653035279161,53.4693058656377,14.001203645833334,18.533621354166666,11.114119270833333,34.058533165181046,41.827082357760474,30.92112816338031,28.12045784860977,0.9966667441755048,0.8538123005500293,2.574739638989151,1026.jpg
0,368623.5,3807.6503875255585,1385,1070,1.294392523364486,4.020226599769141,39.33064895109383,15.904478645833333,19.046915625,13.925761458333334,35.52652914466501,40.58182500577239,33.09840744049878,37.038583423069184,0.9960426968082645,0.8272837460003744,2.9666743435592506,1027.jpg
0,477708.0,3296.1445574760437,1162,829,1.4016887816646562,2.0164996190141258,22.743117016627192,18.495680729166665,24.411852083333333,16.3483859375,35.519579475770456,44.139274092861974,32.987305365236836,24.846975224341804,0.9977852322725174,0.810320742930362,3.491050304357511,1028.jpg
0,245685.0,3128.1487389802933,1136,870,1.3057471264367817,4.022712009280176,39.828701520988254,10.053541666666666,12.426703645833333,9.577927604166666,30.016709338965363,34.222728338578314,29.2368371414985,19.781548730604975,0.9972817768269632,0.8936314431521235,2.05403588742515,1029.jpg
0,469716.5,4093.130617380142,1478,1142,1.2942206654991244,3.5933930360121478,35.667723511809236,17.7065140625,22.564236458333333,14.872094270833333,35.46142822173586,41.786979739636045,32.67467267464634,48.41818032300082,0.9960033456315293,0.7850577523747791,3.6807260929588885,1030.jpg
0,466213.5,3041.2013458013535,1002,787,1.273189326556544,1.6914439414560067,19.838347936522563,21.050503125,27.40915625,15.001851041666667,39.46985023482309,49.30705524986335,31.641835435047785,20.0395494865464,0.9979053565736521,0.8280375777155593,3.2968496447178204,1031.jpg
0,202194.5,3820.3997274637222,1401,1150,1.2182608695652173,7.968317634752676,72.18521808261295,8.569146875,10.778678125,7.930435416666667,28.989289652266596,33.20250095629313,28.738123839429967,21.322512964374887,0.9965649648869647,0.9129029859100276,1.72390147160972,1032.jpg
0,397703.0,3096.6887165308,1043,843,1.2372479240806642,2.2108181230717396,24.112166634622252,15.841282291666667,21.22418125,13.293302604166668,34.355932717010106,42.96538748729973,30.821074400939057,22.442121688021146,0.9976812801354792,0.8428542282381293,3.025386325919703,1033.jpg
0,204643.5,2931.9548691511154,1029,912,1.1282894736842106,4.585769887633861,42.00651061352515,12.462778125,15.099903645833333,7.221559375,36.666792068214704,43.22702058116027,27.044017437349847,11.187409823563534,0.9972176871264077,0.9227412028769111,1.6574317305625368,1034.jpg
0,292610.0,4283.838322401047,1600,1200,1.3333333333333333,6.5616349407060595,62.71580182656716,12.185996875,14.711084375,11.0336546875,32.25412268474358,36.627044320806135,31.42255824787626,31.219921165510296,0.9962401855996826,0.8684667007721818,2.375393310438278,1035.jpg
0,357892.5,4370.0565757751465,1600,1200,1.3333333333333333,5.364739411974266,53.36070042114768,14.318257291666667,18.819619270833332,12.488684895833334,34.04893260081194,41.10005237198665,32.12591910309209,30.553253822238773,0.9967560389249515,0.8510254324964517,2.767888688691177,1036.jpg
0,321702.5,4057.581402540207,1543,1085,1.4221198156682027,5.204047217537942,51.177615462236545,13.0550484375,15.436734895833334,12.310002083333334,32.613775853137525,36.46733256493534,32.20304181025961,39.14909968381858,0.9957101594953272,0.8492455820039466,2.626976314917946,1037.jpg
0,466666.0,3496.016704440117,1269,877,1.4469783352337515,2.384816978309969,26.19032198129784,18.866293229166665,25.217265104166668,15.8839171875,36.4420075985385,45.80616125474102,32.827108292433294,22.363693143893972,0.9979108053604824,0.8161224268095475,3.38089823055133,1038.jpg
0,276080.5,4081.463652253151,1562,1092,1.4304029304029304,6.178284956742689,60.33872564220809,13.416276041666666,17.251141666666665,10.3117890625,35.192481806707924,42.587117718526066,30.83035788420247,22.9396481174194,0.9965338642645647,0.8836253731786268,2.23796516067553,1039.jpg
0,493850.0,3296.2866928577423,1075,917,1.1723009814612868,1.9961020552799433,22.00163199658,25.025975520833335,31.41548125,15.992474479166667,44.565043683378995,54.22377332942531,32.460608004354626,17.823332890494832,0.9980059228975111,0.8239272320489478,3.477269988560863,1040.jpg
0,302823.5,3884.149940609932,1420,1133,1.2533097969991174,5.312863763875657,49.81984806707583,12.6980453125,14.938352604166667,11.9288953125,32.40808324020717,36.30506859004338,32.138293728991194,33.02586293141342,0.9961353703827523,0.8636466340579041,2.4560047297780025,1041.jpg
0,326321.0,3841.3732573986053,1399,1096,1.2764598540145986,4.698759810125613,45.21973303176066,20.954802083333334,25.163771354166666,10.103013020833334,47.33827262443145,55.36908093163894,30.419064613550706,13.546491406803241,0.9975003325347859,0.8701609443042826,2.615751797007617,1042.jpg
0,342658.5,4012.7773616313934,1476,1146,1.287958115183246,4.936390020968399,46.992507566633854,30.027425,32.07801875,11.847621354166666,63.53072516142126,67.5862871057533,32.52360822058023,10.040700282490812,0.9968172958444143,0.8835126824214735,2.481877864291545,1043.jpg
0,233844.0,4086.701233148575,1544,1134,1.3615520282186948,7.487453173910812,71.41995077495288,10.288788020833334,12.8518921875,8.9530890625,31.05371663075437,35.974017186205046,29.506364406849162,23.374803161043754,0.9964796152687669,0.8992290865369704,1.925430089598343,1044.jpg
0,291545.5,3883.1205047369003,1413,1143,1.236220472440945,5.53964647027651,51.71962816887299,11.726048958333333,15.462422395833334,10.2224265625,31.624485351439905,38.17194682462501,30.142227989900267,30.708477585835634,0.996240647268289,0.872050812368323,2.3958453229469954,1045.jpg
0,329506.0,3386.41279065609,1111,1112,0.9991007194244604,3.749345990664813,34.802982612514384,16.8816734375,20.9898640625,10.670749479166666,38.52464298411825,46.34069184529154,29.253893256403174,19.6666704451785,0.9971989841944179,0.8699032149565972,2.442022373959639,1046.jpg
0,405322.5,4094.409840941429,1498,1149,1.3037423846823324,4.246500009251892,41.36013161272325,14.880597395833334,20.608193229166666,12.7179046875,33.16029441712813,41.542396133550476,31.245601571215833,37.253707630942195,0.9965262551818647,0.8266415309140211,3.0292190311071994,1047.jpg
0,482332.5,3317.548661828041,1076,966,1.113871635610766,2.154978153037583,22.81855177413304,24.376069270833334,31.203702083333333,15.457313541666666,43.90477468490983,54.39423293231161,32.03735859234664,16.980025638884932,0.998057127029824,0.8201743220704358,3.426659242030119,1048.jpg
0,259763.5,3306.062509417534,1169,986,1.1855983772819472,4.437243877604051,42.07692503441076,11.061559375,14.286801041666667,9.019209895833333,30.762597826365084,37.210097984787694,27.967568703930393,24.3074014028676,0.9965013817392521,0.8862592561044513,2.0535854724750644,1049.jpg
0,383700.5,3490.6066612005234,1194,1048,1.1393129770992367,3.2611685416099276,31.754805800924068,21.838034375,24.996564583333335,14.6786046875,44.58662076802098,50.23308735565877,33.55644649552854,21.114520624809945,0.9970273803094628,0.8430546997856301,2.81162847327076,1050.jpg
0,671308.5,3365.1222647428513,1117,935,1.1946524064171122,1.5557601311468572,16.86861980247242,30.452840625,30.399121354166667,19.945317708333334,43.74762023234349,45.09541203981267,32.247502010057225,19.705238010548968,0.9986303962513144,0.7717484374868401,4.552914287193656,1051.jpg
0,681235.0,3541.1192959547043,1109,1056,1.050189393939394,1.7190895946332763,18.40704876904848,29.8588609375,35.36425520833333,21.8252796875,42.49506627091204,49.54485531248294,33.93017079237741,23.799623902023484,0.9982041925443819,0.7669117574391936,4.500398975510441,1052.jpg
0,571125.0,3149.5659152269363,1033,914,1.1301969365426696,1.6531617421755307,17.368816729016046,28.920252083333335,29.367889583333334,23.533135416666667,45.59238791841373,46.96970264574256,38.746075486245424,15.947260746210665,0.9986001247364662,0.821118620104352,3.7690527007885257,1053.jpg
0,590003.0,3166.5608633756638,999,970,1.0298969072164947,1.6424153775489276,16.995011383776742,26.903090625,26.389202604166666,20.4394890625,42.18212572225394,42.813210906258185,34.414971622242774,19.980155265410353,0.9984981401589789,0.8109742895567178,3.895956955790605,1054.jpg
0,618794.0,3193.222769498825,989,970,1.0195876288659793,1.550322078106769,16.4782975524096,29.431782291666668,31.8725171875,19.058176041666666,44.63043947346104,48.38251596120941,32.11667591451791,24.10197052614071,0.998063498167269,0.7817723002444648,4.2084236379821895,1055.jpg
0,619610.5,3236.8724801540375,1022,938,1.0895522388059702,1.5471590620236422,16.909564077397896,32.30036875,33.88928541666667,22.784289583333333,47.96922131114237,50.921584820333074,36.21523287144251,15.69928455543176,0.9986228543691185,0.8143767498847603,3.997190698958852,1056.jpg
0,702502.0,3502.4086225032806,1192,986,1.208924949290061,1.6730372297872462,17.461681474195558,32.5196625,34.409746875,25.483220833333334,44.787708238080526,48.248425051999675,37.09417172213492,20.995012607083186,0.9984621937562158,0.7714950643516417,4.571781507429419,1057.jpg
0,555625.0,3070.0613018274307,949,884,1.0735294117647058,1.5098600674915637,16.96337709242446,25.4245015625,25.717823958333334,20.1881828125,41.72171584322249,42.95276118421468,34.85215300379466,17.855859164664615,0.9985793356288749,0.8211554311364577,3.7402152094078542,1058.jpg
0,460438.5,2893.166860818863,789,940,0.8393617021276596,1.6107688648972665,18.179223684684217,17.4502109375,21.554539583333334,14.554845833333333,33.822186985876385,40.08838425924874,30.05865452288631,15.17262166928724,0.998708812794346,0.8396496172047376,3.1436164625195397,1059.jpg
0,604865.5,3266.651266694069,1070,995,1.0753768844221105,1.7601433707162997,17.641955935979098,27.8389328125,28.052283854166667,21.801691145833335,42.92309652359218,44.185880135828,35.603550401645705,16.154527919162273,0.9987788971255475,0.8222042842836048,3.8890816362831577,1060.jpg
0,530406.5,3095.0146168470383,937,950,0.9863157894736843,1.6782411226106768,18.059951147840042,19.758271354166666,25.323949479166668,13.405305208333333,35.524737069038025,42.7790338294448,28.721936676312396,23.932883276464402,0.9981816938833519,0.7917699640385054,3.756436286449064,1061.jpg
0,547742.5,3150.127311706543,1016,892,1.1390134529147982,1.6545584832288895,18.116728353121204,28.2188296875,29.021163541666667,22.8851609375,45.84348254892622,47.99232320360734,38.62104590076361,16.813687704866798,0.9984539600381654,0.8256976519674227,3.6618667710385053,1062.jpg
0,489696.0,2874.615559220314,776,947,0.8194297782470961,1.500669803306541,16.87458058328334,23.794150520833334,28.289906770833333,17.734666666666666,42.048565726285595,48.98050150316676,33.40379218887014,15.627226342595268,0.9983957201345611,0.8286248493831221,3.286734633390791,1063.jpg
0,571993.0,3143.389286994934,958,995,0.9628140703517588,1.6664714428323424,17.274505474008457,24.375738541666667,30.4801078125,16.508822916666666,40.36541596422576,48.850364060917805,30.67747175367958,18.103409256732423,0.9985220926913303,0.7991316951963657,3.9951291954487314,1064.jpg
0,618540.0,3055.835904240608,922,920,1.0021739130434784,1.3713583600090535,15.097056089575478,28.532832291666665,36.77638072916667,21.963431770833335,43.007115958667704,53.801204313356635,35.16157364513309,18.99165571374189,0.998272843520981,0.8179161602792426,3.7054084062676225,1065.jpg
0,707529.5,3525.7740617990494,1129,1011,1.1167161226508409,1.613245808125315,17.56970237262894,28.7519484375,33.098964583333334,23.260144791666665,40.766637734711125,46.253551302517096,34.999728625434194,26.27828702477596,0.9982212546491789,0.736756488182323,4.905384184796492,1066.jpg
0,652376.0,3245.9090600013733,967,1024,0.9443359375,1.5178486026463267,16.150081587610515,23.3790953125,31.832477083333334,19.441655208333334,35.73633765415169,45.71292406636651,31.43820348864768,25.990854177793995,0.998172314902553,0.7832718156309426,4.0826962357175525,1067.jpg
0,620723.5,3169.8085565567017,965,991,0.9737638748738647,1.5406457142350822,16.18705637086413,28.301253645833334,26.831169791666667,21.10575625,42.5924880027183,41.916357766915866,34.24946308871992,17.634128760277786,0.9987393850213606,0.7995044367878541,4.057568430626638,1068.jpg
0,701923.5,3440.661369085312,1056,1044,1.0114942528735633,1.5706326971528948,16.865300359249993,26.4741453125,28.890753645833332,21.243620833333335,38.71896769879248,42.598106461300226,33.17644729532634,28.842769805435108,0.99822300014394,0.7450845005601917,4.915862394645612,1069.jpg
0,578675.5,3227.7597875595093,972,981,0.9908256880733946,1.6477836023816457,18.003930088946582,28.806320833333334,29.830946354166667,21.681248958333335,45.53800483347655,47.45893790436807,36.762764858822905,14.632896538854038,0.9987716209939749,0.7776462815868501,4.143484246970808,1070.jpg
0,377317.5,2638.7160719633102,731,864,0.8460648148148148,1.6738794251525573,18.453484157075888,18.139134895833333,15.18356875,13.075043229166667,37.9827724699185,33.444025678074254,29.57507995680244,14.942831491118646,0.9985685192351834,0.8743750568939891,2.650054947019213,1071.jpg
0,487469.5,2925.0734906196594,913,883,1.0339750849377123,1.6538039815824375,17.55198002239295,21.109028125,19.671371875,16.17627864583333,38.16809194964152,36.497677885797856,31.530012278407458,16.500915244954317,0.9987174653459059,0.8272886233378618,3.364898925827516,1072.jpg
0,508135.0,2966.5364787578583,864,995,0.8683417085427135,1.6918338630482057,17.3188988749074,21.392672916666665,21.083340625,16.087070833333332,37.765645745909275,37.64553403081463,30.66922947154552,22.066585228717972,0.9983135418029414,0.8135893058627374,3.510889122843628,1073.jpg
0,627575.0,3270.7963613271713,964,972,0.9917695473251029,1.493061387085209,17.046741564388423,26.812413020833333,26.9030234375,20.707361979166667,40.944029354364716,41.61589690531524,34.09446255700864,19.833155726108004,0.9986212421821807,0.7866181280421963,4.197406030683961,1074.jpg
0,443781.0,2817.340516805649,911,853,1.0679953106682298,1.7510506308291702,17.885866198946598,17.706592708333332,16.96249375,13.397534895833333,34.71184337505758,34.021516193646406,28.879511189205193,17.818294693724948,0.9985988634475387,0.8664809546036567,2.99627851005268,1075.jpg
0,492129.5,2876.411589026451,888,911,0.9747530186608123,1.6438112326125542,16.812126949279964,20.573969270833334,19.760984375,15.546294270833334,36.98551168201282,36.762370178136514,30.369292957807808,17.590528403125177,0.9986563847044025,0.8399694198759183,3.331214427509258,1076.jpg
0,730183.5,3462.082719564438,1117,1034,1.0802707930367506,1.5817640360265603,16.415074782033138,30.772608333333334,31.812469270833333,25.66436875,41.8330157479902,44.2753490650247,36.709840097681706,19.533951076715045,0.9987223102295918,0.7642265851231178,4.771532796831455,1077.jpg
0,640862.0,3211.1151225566864,1047,905,1.1569060773480664,1.4785320396590842,16.089673487134895,31.552850520833335,34.71859114583334,20.729838541666666,47.28035061988346,51.32675671001715,33.991094380167176,16.046151624381935,0.998685830057032,0.7834871598618569,4.41609319087724,1078.jpg
0,569253.0,3178.8796236515045,1022,912,1.1206140350877194,1.6373457847389474,17.751818017062238,24.48103645833333,26.303409895833333,18.535455729166667,40.01069449181578,42.90302998038265,32.858570675694374,19.102551926284722,0.9985494059105313,0.7937819599843728,3.919860413758323,1079.jpg
0,590793.5,3001.784163713455,976,880,1.1090909090909091,1.4537736112533397,15.251874242896863,23.3041140625,25.139533333333333,18.633863541666667,37.26576389808509,41.03210707064923,32.11034546311432,17.960843412588627,0.9987477826758902,0.806330727555678,3.9784476778200393,1080.jpg
0,611770.5,3167.583158969879,1030,890,1.1573033707865168,1.4984377311426424,16.40089391199739,27.8596765625,28.587464583333333,21.760540104166665,42.66231181543089,44.573536395732205,35.501423329740604,15.836265109809386,0.9988066879311851,0.8137290676155939,3.996102876932105,1081.jpg
0,676525.5,3419.6075385808945,1134,948,1.1962025316455696,1.5890487498253947,17.284959277838432,34.66886927083333,39.9738625,24.744282291666668,48.67146315735437,55.94467816287583,37.3170918882395,18.060907159762674,0.998402775107004,0.7796277904057023,4.493038524153652,1082.jpg
0,500251.5,2938.896865963936,893,939,0.9510117145899893,1.676210865934435,17.26554500840606,22.870266145833334,21.925954166666667,16.00840625,40.584914016042724,39.62490960197343,31.261542970849874,17.022503803287535,0.9986252748883478,0.8462285484133902,3.4114954361453202,1083.jpg
0,554329.0,3166.4633207321167,926,936,0.9893162393162394,1.5635768650025526,18.087615768869863,26.213111458333334,29.271886979166666,19.370153125,43.12322471184173,47.69217247611386,34.189276571717436,12.98539145076164,0.9988773452940468,0.8092643347644818,3.8519697903049512,1084.jpg
0,652048.5,3239.55877161026,998,962,1.0374220374220373,1.4723996757909878,16.095031327757024,34.23762708333334,36.27214583333333,21.566934895833334,49.16381558154264,52.22460422679529,34.786472240940405,13.51320483518899,0.998847514561841,0.7730676529973528,4.375865171880383,1085.jpg
0,676079.0,3292.893900036812,1106,956,1.1569037656903767,1.5639237426395436,16.038288775275735,32.569851041666666,36.35388489583333,25.47969375,45.666762587323575,51.33325398764107,37.87149557701074,18.483895579523654,0.9984973448758268,0.7787161427116563,4.415308308089088,1086.jpg
0,586553.5,3170.803499698639,979,997,0.9819458375125376,1.6640647443072116,17.140797614712273,27.171786979166665,25.43253072916667,21.23611770833333,42.51668944569047,40.92357196884407,35.384133206888244,17.932923313454957,0.9986589684708026,0.8131880340475207,3.8430899608849547,1087.jpg
0,531858.0,3102.5364787578583,989,936,1.0566239316239316,1.7405096849158985,18.098313087371462,22.145294270833332,23.745961979166665,17.605178645833334,37.908764068757215,40.52112491236071,32.50160270013559,19.32819690924643,0.9985086601575403,0.8098706161258088,3.6297875577072216,1088.jpg
0,628389.0,3176.7374889850616,1053,905,1.16353591160221,1.5165208175190845,16.05957627190023,23.973286979166666,26.267689583333333,20.4861734375,37.4238951971467,41.24678577875663,33.91418252788211,15.178522069955976,0.9989960794780709,0.8021577590371191,4.151815227691788,1089.jpg
0,530276.0,3034.1689467430115,953,924,1.0313852813852813,1.6605918427384985,17.36111232146957,22.382115104166665,22.002853125,17.289855208333332,38.351495136343814,38.65042041310386,31.948826784665133,19.65306726968116,0.9985377562972493,0.8261658710330908,3.5892199409436,1090.jpg
0,556096.5,3003.7252900600433,945,919,1.02829162132753,1.5616983742929509,16.22446035561506,22.6088015625,22.077971354166667,18.175915104166666,37.673570653200144,37.762689660083325,32.41933989439985,18.543962879620253,0.9986934069322055,0.8270191111153999,3.6935974661099253,1091.jpg
0,516625.0,3007.9679362773895,938,930,1.0086021505376344,1.6885361722719574,17.513420964283295,20.281542708333333,20.038534895833333,16.419128645833332,35.667346489168324,35.87934972119711,30.88041056558471,20.448233525777507,0.9985267685542638,0.82864372519313,3.4254207015199434,1092.jpg
0,570644.5,3082.7791147232056,966,951,1.0157728706624605,1.6098744489783043,16.6540237751763,23.402615104166667,24.919302083333335,18.456572916666666,38.20871870309271,40.833592346105355,32.373276748296085,19.776645290886727,0.9985555704127881,0.8058304470649782,3.819703153462463,1093.jpg
0,570429.0,3050.31108212471,956,929,1.0290635091496232,1.5569404781313714,16.3112283872889,23.011492708333332,23.796382291666667,18.233179166666666,38.01315070144787,40.28484799984378,32.16837592679956,14.188325665851327,0.9990047737258833,0.8211884422525536,3.842287037856775,1094.jpg
0,678781.5,3349.240015029907,1101,923,1.1928494041170097,1.497128310067378,16.525802011807237,28.9317921875,36.208261979166664,23.4834046875,41.376455579715255,50.11272553755377,35.51539624485323,19.854848089252247,0.9984601029907498,0.7808109346293204,4.252210426248901,1095.jpg
0,561880.0,3235.967934370041,984,975,1.0092307692307692,1.707482024631594,18.636521093954418,27.013982291666668,29.95644375,21.326036979166666,43.769615415973085,48.56545303911784,36.649768095456125,17.783331618267983,0.9984281839003744,0.8082778385513814,3.8323263965717644,1096.jpg
0,534816.5,3107.298885703087,1014,885,1.1457627118644067,1.6779400037209025,18.05349379664174,24.078780729166667,23.194559375,18.702311458333334,40.80992531890018,39.99961482605716,33.586548077176545,15.481500536241807,0.9988039388610854,0.8285668244082325,3.606290206206113,1097.jpg
0,615932.0,3285.3892916440964,1106,900,1.228888888888889,1.616087490177487,17.524309173171222,26.319034375,27.894431770833332,20.93394375,40.43243812193666,43.21782707058697,34.46080203937274,21.763714865284072,0.9984235032789293,0.7963356621858309,4.082897256483825,1098.jpg
0,521205.5,2907.725292444229,892,925,0.9643243243243244,1.5830608080689863,16.22175202740546,19.446486979166668,20.219591145833334,15.751935416666667,34.485232481067406,36.24516055396692,30.13404984060105,15.019417961610007,0.9989467437713568,0.8270160445746378,3.523789919231743,1099.jpg
0,682532.5,3270.1516984701157,1047,952,1.0997899159663866,1.4603612282199017,15.667960325709005,30.681779166666665,38.222159375,20.437341666666665,43.608129726113745,52.782193231197155,32.46149939055904,19.308134052421995,0.998454257533247,0.7741201247041443,4.436298870966556,1100.jpg
0,495905.0,2932.193325638771,940,900,1.0444444444444445,1.7059719099424284,17.33750960147721,19.611066666666666,20.957584375,12.8557359375,35.60054354436022,38.22534632879631,27.45165581802132,21.852753682103923,0.9983412894600832,0.8255122667916452,3.424774749199127,1101.jpg
0,631409.0,3242.6197340488434,1075,917,1.1723009814612868,1.5612305177784922,16.65257026688405,27.900470833333333,30.258630729166665,19.930246354166666,41.86266097046767,45.54093327299183,32.9531251924567,19.55335281730371,0.9985472138547833,0.7788176959361515,4.259231296368053,1102.jpg
0,640755.0,3214.335469722748,1060,907,1.1686879823594267,1.5004486894366802,16.124653747403855,29.577999479166667,31.589432291666668,22.042684895833332,43.97945622956151,47.37677393106465,35.09437615766241,16.71203293423155,0.9987293869376251,0.7882229629544859,4.299650612612939,1103.jpg
